Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Alpha,Cl,Cd,L_over_D
s1091,0.061165,0.451,0.050608,0.149,500000,1.0,0.7695,0.0077,99.93506493506493
as6099,0.092272,0.493,0.0622,0.111,500000,8.0,1.8308,0.01832,99.93449781659389
goe493,0.032724,0.503,0.150045,0.304,500000,6.5,1.0463,0.01047,99.93314231136581
e639,0.046548,0.292,0.125611,0.292,500000,9.5,1.392,0.01393,99.92821249102656
goe611,0.056021,0.399,0.129043,0.3,500000,7.0,1.348,0.01349,99.9258710155671
goe484,0.048884,0.5,0.062506,0.3,500000,3.5,0.9323,0.00933,99.92497320471597
k3311sm,0.032296,0.416,0.11028,0.306,500000,3.5,0.7804,0.00781,99.92317541613316
goe446,0.0625,0.4,0.128901,0.3,500000,8.5,1.5237,0.01525,99.91475409836066
mh115,0.055756,0.46,0.110817,0.292,500000,8.5,1.5306,0.01532,99.90861618798955
goe198,0.063961,0.399,0.077731,0.2,500000,5.5,1.2868,0.01288,99.90683229813664
as6093,0.053177,0.466,0.06083,0.124,500000,4.0,0.999,0.01,99.89999999999999
goe693,0.035494,0.4,0.119993,0.3,500000,3.5,0.7942,0.00795,99.89937106918238
goe387,0.053294,0.4,0.148527,0.3,500000,3.5,0.981,0.00982,99.89816700610997
goe365,0.048924,0.398,0.117048,0.301,500000,5.0,1.0589,0.0106,99.89622641509433
e584,0.045388,0.383,0.166143,0.409,500000,7.0,1.1566,0.01158,99.87910189982729
e557,0.036711,0.611,0.160276,0.302,500000,5.0,1.1166,0.01118,99.87477638640429
vr7b,0.02811,0.33,0.120299,0.33,500000,7.0,1.0367,0.01038,99.87475915221579
fx77w153,0.044494,0.279,0.15248,0.279,500000,10.0,1.4241,0.01426,99.86676016830295
davis,0.036127,0.4,0.112506,0.3,500000,2.5,0.746,0.00747,99.8661311914324
n11,0.042642,0.402,0.109473,0.297,500000,2.5,0.9017,0.00903,99.85603543743078
m18,0.04059,0.3,0.1202,0.3,500000,7.0,1.0994,0.01101,99.85467756584922
s1221-4deg-flap,0.056034,0.528,0.121469,0.218,500000,5.0,1.4848,0.01487,99.85205110961667
goe144,0.046517,0.399,0.073114,0.199,500000,5.5,1.0634,0.01065,99.84976525821595
as6096,0.07792,0.453,0.061763,0.114,500000,8.0,1.6565,0.01659,99.84930681133213
goe591,0.049107,0.4,0.11201,0.3,500000,8.0,1.305,0.01307,99.84697781178271
fx74cl6140,0.071436,0.339,0.140539,0.309,500000,5.5,1.4018,0.01404,99.84330484330484
curtisc72,0.037004,0.496,0.117413,0.296,500000,0.5,0.7418,0.00743,99.83849259757739
goe670,0.033643,0.4,0.090001,0.3,500000,2.5,0.7158,0.00717,99.8326359832636
ah83159,0.038322,0.402,0.159421,0.402,500000,8.5,1.2428,0.01245,99.82329317269077
goe476,0.050882,0.401,0.144692,0.301,500000,3.0,0.9543,0.00956,99.82217573221757
e212,0.029164,0.584,0.105608,0.275,500000,5.0,0.9872,0.00989,99.81799797775531
goe692,0.048903,0.4,0.160995,0.3,500000,3.0,0.9243,0.00926,99.81641468682507
raf32md,0.038935,0.5,0.101609,0.3,500000,1.0,0.6328,0.00634,99.81072555205047
aquilasm,0.039865,0.347,0.093851,0.313,500000,8.0,1.2276,0.0123,99.8048780487805
ah93k132,0.035035,0.412,0.132281,0.412,500000,7.0,1.1198,0.01122,99.80392156862743
goe407,0.046568,0.399,0.094622,0.3,500000,6.0,1.1567,0.01159,99.80155306298533
goe595,0.029261,0.4,0.095505,0.3,500000,2.0,0.6527,0.00654,99.80122324159021
fx77w121,0.045597,0.309,0.121041,0.309,500000,8.0,1.2495,0.01252,99.80031948881789
l188tip,0.026577,0.517,0.119894,0.413,500000,2.5,0.6726,0.00674,99.79228486646883
e266,0.031664,0.398,0.1732,0.398,500000,8.5,1.1775,0.0118,99.78813559322035
nacam18,0.040303,0.301,0.119598,0.301,500000,9.0,1.2603,0.01263,99.78622327790973
e67,0.036537,0.531,0.116297,0.326,500000,1.5,0.6865,0.00688,99.78197674418605
goe515,0.027717,0.4,0.084501,0.3,500000,2.5,0.6386,0.0064,99.78124999999999
k3311,0.031845,0.4,0.110005,0.3,500000,3.5,0.7802,0.00782,99.769820971867
goe325,0.045078,0.3,0.082003,0.2,500000,6.5,1.1761,0.01179,99.75402883799829
e195,0.031552,0.442,0.118218,0.341,500000,4.0,0.807,0.00809,99.75278121137207
e854,0.032917,0.526,0.134104,0.323,500000,4.0,0.9237,0.00926,99.75161987041037
hq2510,0.024692,0.5,0.099651,0.35,500000,4.5,0.8289,0.00831,99.74729241877256
goe425,0.044128,0.393,0.160657,0.302,500000,5.5,1.0882,0.01091,99.74335472043997
goe796,0.035691,0.4,0.119994,0.3,500000,5.5,0.9884,0.00991,99.73763874873863
fx67k150,0.047757,0.435,0.149834,0.403,500000,4.5,0.9874,0.0099,99.73737373737373
2032c,0.068068,0.4,0.079623,0.2,500000,2.5,0.9844,0.00987,99.73657548125634
e197,0.027882,0.444,0.134874,0.342,500000,4.5,0.8397,0.00842,99.72684085510689
hq3011,0.02944,0.5,0.109851,0.35,500000,5.5,0.9833,0.00986,99.7261663286004
m27,0.081645,0.3,0.1195,0.3,500000,9.5,1.5955,0.016,99.71874999999999
ah93157,0.038129,0.403,0.156872,0.397,500000,7.0,1.0211,0.01024,99.71679687499999
fx60126,0.035058,0.565,0.125938,0.279,500000,6.5,1.1966,0.012,99.71666666666667
e174,0.038272,0.402,0.08923,0.312,500000,3.0,0.7379,0.0074,99.71621621621621
goe593,0.038425,0.4,0.119013,0.3,500000,2.0,0.7708,0.00773,99.71539456662354
sg6050,0.032502,0.474,0.160187,0.315,500000,4.5,0.9014,0.00904,99.71238938053098
goe233,0.080106,0.499,0.116467,0.201,500000,1.0,1.0549,0.01058,99.70699432892248
goe584,0.047402,0.4,0.127021,0.3,500000,2.5,0.8235,0.00826,99.69733656174334
goe308,0.049346,0.3,0.080913,0.299,500000,4.5,0.988,0.00991,99.69727547931382
dai1238,0.053299,0.466,0.122999,0.314,500000,1.0,0.7228,0.00725,99.69655172413792
ah93k130,0.03582,0.406,0.130534,0.425,500000,7.0,1.1245,0.01128,99.68971631205675
e856,0.042457,0.502,0.181749,0.304,500000,8.0,1.3526,0.01357,99.67575534266764
e209,0.019896,0.432,0.136924,0.338,500000,7.0,1.0127,0.01016,99.67519685039369
gm15sm,0.047602,0.493,0.0674,0.205,500000,1.0,0.6857,0.00688,99.66569767441861
fx6617a2,0.03741,0.371,0.181956,0.339,500000,10.0,1.3893,0.01394,99.66284074605453
e403,0.033145,0.755,0.14971,0.379,500000,4.5,0.9896,0.00993,99.65760322255791
e559,0.042224,0.502,0.16058,0.248,500000,9.0,1.4679,0.01473,99.65376782077394
cr1,0.047709,0.42,0.122062,0.24,500000,5.0,1.0393,0.01043,99.64525407478426
goe523,0.093505,0.5,0.165046,0.295,500000,1.5,1.3352,0.0134,99.64179104477611
goe525,0.093505,0.5,0.165046,0.295,500000,1.5,1.3352,0.0134,99.64179104477611
as6092,0.054403,0.469,0.050633,0.123,500000,2.0,0.8001,0.00803,99.63885429638854
fx73cl1152,0.060875,0.339,0.15218,0.222,500000,9.5,1.6201,0.01626,99.63714637146371
be50,0.040096,0.451,0.072797,0.249,500000,4.5,1.0491,0.01053,99.62962962962963
dae51,0.040305,0.449,0.093825,0.307,500000,1.5,0.6436,0.00646,99.62848297213623
goe226,0.078588,0.496,0.139299,0.201,500000,0.5,1.0172,0.01021,99.62781586679726
sd7032,0.036736,0.402,0.099693,0.282,500000,7.0,1.1895,0.01194,99.62311557788945
fx73cl2152,0.066228,0.435,0.152172,0.222,500000,10.0,1.9296,0.01937,99.61796592669077
goe478,0.042134,0.396,0.133537,0.301,500000,7.0,1.1575,0.01162,99.61273666092943
cr001sm,0.040584,0.454,0.07333,0.271,500000,6.0,1.1136,0.01118,99.60644007155634
goe482,0.085414,0.4,0.16554,0.295,500000,6.5,1.5907,0.01597,99.60551033187225
goe361,0.054281,0.4,0.068011,0.2,500000,9.5,1.3287,0.01334,99.60269865067467
goe574,0.048586,0.399,0.102529,0.3,500000,5.0,1.0717,0.01076,99.6003717472119
sa7038,0.03265,0.425,0.092048,0.285,500000,3.0,0.7191,0.00722,99.5983379501385
e561,0.050988,0.494,0.16901,0.279,500000,9.5,1.5975,0.01604,99.59476309226933
goe269,0.049266,0.399,0.06592,0.299,500000,7.0,1.2728,0.01278,99.59311424100156
goe501,0.061284,0.5,0.128055,0.3,500000,8.0,1.4789,0.01485,99.58922558922559
e558,0.03576,0.493,0.160356,0.259,500000,8.0,1.3056,0.01311,99.58810068649886
goe527,0.054836,0.394,0.165579,0.302,500000,4.5,1.0893,0.01094,99.57038391224862
goe335,0.047148,0.4,0.068513,0.2,500000,4.5,0.9618,0.00966,99.56521739130434
e855,0.037627,0.506,0.157275,0.322,500000,9.5,1.4188,0.01425,99.56491228070176
hq309,0.029478,0.5,0.089791,0.35,500000,5.0,0.9379,0.00942,99.56475583864119
e207,0.024884,0.386,0.120281,0.3,500000,5.5,0.8921,0.00896,99.56473214285715
goe549,0.046276,0.4,0.138505,0.3,500000,3.5,0.899,0.00903,99.55703211517165
fx79w151a,0.037734,0.371,0.15164,0.339,500000,5.0,0.9866,0.00991,99.55600403632694
naca652415,0.020896,0.55,0.149977,0.401,500000,5.5,0.9408,0.00945,99.55555555555556
mrc-16,0.031356,0.385,0.139047,0.345,500000,7.0,1.0951,0.011,99.55454545454546
s4062,0.04148,0.456,0.095458,0.317,500000,6.5,1.1408,0.01146,99.54624781849914
raf33,0.045639,0.3,0.1264,0.3,500000,5.0,0.9974,0.01002,99.54091816367266
clarkz,0.03941,0.4,0.117503,0.3,500000,3.5,0.8371,0.00841,99.53626634958381
goe494,0.050719,0.5,0.049546,0.2,500000,1.0,0.7276,0.00731,99.53488372093024
e222,0.024887,0.504,0.101733,0.311,500000,3.0,0.6967,0.007,99.52857142857142
goe741,0.046528,0.3,0.15331,0.3,500000,7.0,1.1794,0.01185,99.52742616033755
goe401,0.047532,0.3,0.071,0.299,500000,8.0,1.2789,0.01285,99.52529182879377
goe567,0.051657,0.501,0.147851,0.294,500000,8.0,1.3913,0.01398,99.52074391988556
n63412,0.021153,0.5,0.120031,0.349,500000,5.0,0.8826,0.00887,99.50394588500565
goe495,0.049222,0.5,0.06901,0.3,500000,5.5,1.1571,0.01163,99.4926913155632
fx67k170,0.049808,0.435,0.170069,0.403,500000,5.5,1.1073,0.01113,99.4878706199461
r1082t,0.02997,0.4,0.159961,0.4,500000,7.0,1.0665,0.01072,99.48694029850746
usa35b,0.039982,0.397,0.116173,0.297,500000,6.0,1.2575,0.01264,99.48575949367088
goe596,0.039058,0.4,0.097506,0.3,500000,3.5,0.8127,0.00817,99.47368421052632
goe240,0.050536,0.399,0.070028,0.299,500000,2.5,0.8077,0.00812,99.47044334975368
goe758,0.045631,0.4,0.138511,0.3,500000,3.5,0.8992,0.00904,99.46902654867257
fx60100,0.035074,0.565,0.099956,0.279,500000,2.5,0.7858,0.0079,99.46835443037975
goe533,0.04436,0.401,0.137019,0.299,500000,3.5,0.933,0.00938,99.46695095948829
goe630,0.074157,0.397,0.12565,0.297,500000,6.0,1.3199,0.01327,99.46495855312736
fx66s196,0.03709,0.435,0.196348,0.371,500000,10.0,1.4392,0.01447,99.46095369730477
mrc16-85,0.031358,0.385,0.11819,0.345,500000,3.5,0.7748,0.00779,99.46084724005135
goe323,0.049785,0.3,0.110497,0.298,500000,7.5,1.2481,0.01255,99.45019920318725
s1221,0.049235,0.454,0.1213,0.22,500000,5.0,1.2758,0.01283,99.43881527669525
goe414,0.051698,0.401,0.13614,0.301,500000,7.0,1.2668,0.01274,99.43485086342228
goe187,0.046837,0.3,0.082802,0.3,500000,4.5,0.9804,0.00986,99.43204868154157
sd2083,0.028149,0.448,0.089615,0.352,500000,5.0,0.8541,0.00859,99.42956926658906
goe623,0.037024,0.4,0.120004,0.3,500000,4.0,0.858,0.00863,99.42062572421784
goe403,0.043013,0.399,0.066526,0.299,500000,3.0,0.7665,0.00771,99.41634241245136
goe615,0.053577,0.396,0.136631,0.296,500000,3.0,0.9355,0.00941,99.41551540913922
ua79sfm,-0.291031,0.384,1.213235,1.13,500000,7.0,0.6949,0.00699,99.4134477825465
kc135d,0.018185,0.35,0.089919,0.4,500000,3.5,0.6601,0.00664,99.41265060240964
ch10sm,0.101937,0.493,0.128374,0.306,500000,9.5,2.0388,0.02051,99.40516821062897
ua2-180sm,0.069832,0.341,0.181696,0.341,500000,10.0,1.6103,0.0162,99.40123456790124
gw30,0.052192,0.52,0.125461,0.292,500000,1.0,0.825,0.0083,99.39759036144578
m15,0.037701,0.3,0.120003,0.3,500000,6.0,1.0208,0.01027,99.39629990262901
goe322,0.058453,0.3,0.13072,0.3,500000,7.0,1.3309,0.01339,99.395070948469
hq300gd2,0.038668,0.391,0.165874,0.372,500000,5.5,1.1956,0.01203,99.38487115544471
mrc12,0.029101,0.451,0.139374,0.386,500000,6.5,1.0286,0.01035,99.38164251207729
goe457,0.041,0.399,0.078385,0.2,500000,4.5,0.9461,0.00952,99.38025210084034
e793,0.040459,0.459,0.156452,0.267,500000,9.0,1.4518,0.01461,99.37029431895962
mrc16-95,0.031357,0.385,0.132095,0.345,500000,4.0,0.8446,0.0085,99.36470588235294
e853,0.031016,0.561,0.116092,0.371,500000,3.0,0.8018,0.00807,99.35563816604707
sd2030,0.022298,0.457,0.085624,0.352,500000,2.0,0.5832,0.00587,99.35264054514481
gs1,0.040826,0.5,0.139013,0.3,500000,4.0,0.908,0.00914,99.34354485776805
s3002,0.03008,0.388,0.099474,0.306,500000,4.0,0.8305,0.00836,99.3421052631579
n63415,0.020755,0.55,0.150055,0.348,500000,5.5,0.9646,0.00971,99.34088568486096
mh122,0.035083,0.624,0.093227,0.336,500000,1.5,0.7043,0.00709,99.33709449929479
e551,0.02819,0.571,0.182663,0.353,500000,7.0,1.1682,0.01176,99.33673469387755
goe328,0.042335,0.3,0.081997,0.3,500000,4.5,0.9099,0.00916,99.33406113537119
s7055,0.035717,0.386,0.105009,0.318,500000,3.0,0.7261,0.00731,99.3296853625171
fx63120,0.050099,0.5,0.12014,0.307,500000,0.0,0.8135,0.00819,99.32844932844934
e210,0.040238,0.468,0.13648,0.314,500000,3.5,0.9138,0.0092,99.32608695652173
goe418,0.047704,0.399,0.127091,0.201,500000,5.5,1.0906,0.01098,99.32604735883424
s2027,0.027402,0.383,0.14503,0.294,500000,7.0,1.0727,0.0108,99.32407407407406
sd7034,0.039046,0.394,0.105248,0.282,500000,3.0,0.7479,0.00753,99.32270916334662
hs1712,0.048499,0.44,0.119769,0.36,500000,3.0,1.0349,0.01042,99.31861804222648
fx61184,0.03005,0.63,0.183736,0.37,500000,8.0,1.3656,0.01375,99.31636363636363
goe474,0.028422,0.5,0.069502,0.3,500000,3.5,0.72,0.00725,99.31034482758619
dae11,0.066171,0.444,0.128294,0.328,500000,10.0,1.6335,0.01645,99.30091185410335
gw19,0.067968,0.54,0.161973,0.385,500000,3.0,1.2492,0.01258,99.30047694753578
goe746,0.049029,0.3,0.097505,0.3,500000,8.0,1.1785,0.01187,99.28390901432182
goe282,0.049273,0.399,0.091231,0.2,500000,2.5,0.8528,0.00859,99.27823050058207
fx73k170,0.045839,0.565,0.170781,0.402,500000,4.5,1.0712,0.01079,99.27710843373494
goe441,0.075656,0.4,0.159932,0.295,500000,7.0,1.6648,0.01677,99.27251043530113
mh114,0.06578,0.482,0.130586,0.301,500000,8.5,1.6091,0.01621,99.26588525601481
goe330,0.056269,0.399,0.102052,0.299,500000,8.0,1.4046,0.01415,99.26501766784453
clarkv,0.033282,0.5,0.116404,0.3,500000,1.5,0.6611,0.00666,99.26426426426427
s4110,0.031219,0.454,0.083818,0.285,500000,4.5,0.8764,0.00883,99.25254813137033
e585,0.042565,0.416,0.146218,0.376,500000,3.5,0.9518,0.00959,99.24921793534932
clarkk,0.032368,0.401,0.117011,0.301,500000,3.5,0.7791,0.00785,99.2484076433121
goe217,0.059313,0.593,0.190489,0.29,500000,6.0,1.5611,0.01573,99.24348378893832
e420,0.104514,0.405,0.143424,0.237,500000,3.5,1.5045,0.01516,99.24142480211081
goe497,0.052038,0.5,0.127034,0.3,500000,8.0,1.3983,0.01409,99.24059616749469
stcyr24,0.055728,0.404,0.123676,0.296,500000,3.5,1.0956,0.01104,99.23913043478261
hq3014,0.029372,0.5,0.139862,0.35,500000,5.0,0.9357,0.00943,99.22587486744433
e550,0.022346,0.294,0.181979,0.34,500000,9.0,1.2939,0.01304,99.22546012269939
fx05188,0.025812,0.565,0.188156,0.371,500000,6.5,1.1618,0.01171,99.21434671221178
e662,0.04083,0.475,0.15023,0.424,500000,7.0,1.2002,0.0121,99.19008264462809
goe137,0.043291,0.399,0.085932,0.299,500000,3.0,0.7826,0.00789,99.18884664131812
goe239,0.058403,0.4,0.112384,0.201,500000,9.0,1.6237,0.01637,99.18753817959683
usa25,0.051661,0.3,0.082824,0.2,500000,6.0,1.0968,0.01106,99.16817359855334
goe316,0.040803,0.299,0.090795,0.299,500000,8.0,1.2594,0.0127,99.16535433070867
goe447,0.078729,0.4,0.126835,0.297,500000,2.0,1.0937,0.01103,99.15684496826835
goe277,0.042666,0.3,0.083414,0.299,500000,6.0,1.1155,0.01125,99.15555555555555
goe550,0.042221,0.5,0.129522,0.2,500000,8.0,1.2791,0.0129,99.15503875968992
goe234,0.08931,0.499,0.143023,0.201,500000,6.5,1.723,0.01738,99.13693901035674
e604,0.033059,0.423,0.18811,0.412,500000,5.5,1.1242,0.01134,99.13580246913581
goe304,0.061028,0.4,0.089876,0.298,500000,3.0,1.0072,0.01016,99.13385826771653
e655,0.039976,0.454,0.173449,0.373,500000,5.0,1.0785,0.01088,99.12683823529412
goe795sm,0.02442,0.435,0.08028,0.309,500000,4.0,0.7603,0.00767,99.1264667535854
hq2511,0.02445,0.5,0.110002,0.339,500000,4.5,0.8306,0.00838,99.11694510739856
dai1336,0.056759,0.435,0.136829,0.31,500000,9.5,1.5214,0.01535,99.11400651465799
e694,0.049394,0.562,0.154355,0.404,500000,3.0,1.0575,0.01067,99.10965323336458
goe178,0.042899,0.3,0.085,0.3,500000,6.0,1.104,0.01114,99.10233393177738
goe184,0.051493,0.399,0.083084,0.2,500000,7.5,1.3319,0.01344,99.09970238095238
s1210,0.07237,0.511,0.12009,0.215,500000,0.5,1.1317,0.01142,99.09807355516637
goe176,0.053931,0.4,0.103433,0.2,500000,5.5,1.2228,0.01234,99.09238249594814
s4061,0.039038,0.442,0.096294,0.283,500000,7.0,1.1623,0.01173,99.08780903665814
goe442,0.041717,0.399,0.077078,0.2,500000,5.5,1.0424,0.01052,99.08745247148289
e398,0.052968,0.468,0.141705,0.296,500000,2.0,0.9215,0.0093,99.08602150537635
ah93w174,0.039291,0.371,0.17427,0.339,500000,7.0,1.189,0.012,99.08333333333334
clarkysm,0.035235,0.435,0.117242,0.309,500000,2.5,0.755,0.00762,99.08136482939632
e385,0.057173,0.429,0.08427,0.305,500000,7.0,1.4257,0.01439,99.07574704656011
fx61147,0.030626,0.339,0.14766,0.339,500000,7.0,1.3067,0.01319,99.06747536012129
goe279,0.045123,0.399,0.074309,0.3,500000,5.5,1.1244,0.01135,99.06607929515418
goe121,0.04568,0.399,0.066509,0.199,500000,4.0,0.9301,0.00939,99.05218317358892
naca643418,0.020177,0.55,0.179695,0.352,500000,6.5,1.0717,0.01082,99.04805914972275
s9037,0.035065,0.4,0.089998,0.285,500000,2.5,0.6734,0.0068,99.02941176470588
goe117,0.045349,0.4,0.090017,0.298,500000,3.0,0.8051,0.00813,99.02829028290283
ah88k130,0.03905,0.467,0.130002,0.435,500000,6.5,1.0981,0.01109,99.01713255184853
hq258,0.024716,0.5,0.079691,0.35,500000,2.0,0.5702,0.00576,98.99305555555556
hs1404,0.031223,0.46,0.040229,0.18,500000,3.0,0.7156,0.00723,98.97648686030429
goe142,0.038461,0.349,0.061631,0.249,500000,5.0,0.9382,0.00948,98.96624472573839
ah80140,0.043125,0.339,0.139632,0.309,500000,6.0,1.051,0.01062,98.96421845574388
goe430,0.048183,0.5,0.133867,0.295,500000,3.0,0.9846,0.00995,98.95477386934674
e603,0.033174,0.384,0.189917,0.4,500000,7.5,1.2587,0.01272,98.95440251572326
r1082,0.033806,0.4,0.180007,0.4,500000,8.0,1.1893,0.01202,98.94342762063229
e560,0.048509,0.511,0.160717,0.24,500000,5.0,1.1927,0.01206,98.89718076285241
goe133,0.040816,0.3,0.079003,0.3,500000,3.5,0.8406,0.0085,98.89411764705882
naca633418,0.020317,0.533,0.179995,0.34,500000,7.0,1.1224,0.01135,98.8898678414097
goe624,0.049473,0.4,0.160011,0.3,500000,7.5,1.3271,0.01342,98.88971684053651
ah79100c,0.06667,0.5,0.099436,0.309,500000,7.5,1.4941,0.01511,98.88153540701522
e562,0.038947,0.558,0.15041,0.276,500000,9.0,1.4446,0.01461,98.87748117727585
goe412,0.050182,0.401,0.131372,0.301,500000,7.5,1.3012,0.01316,98.87537993920972
ah93k131,0.03596,0.403,0.130961,0.413,500000,4.5,0.8612,0.00871,98.87485648679677
goe140,0.052077,0.3,0.087809,0.299,500000,5.0,1.0915,0.01104,98.8677536231884
s4320,0.044854,0.402,0.094136,0.277,500000,8.0,1.3337,0.01349,98.86582653817644
goe167,0.044484,0.399,0.100936,0.3,500000,4.5,0.953,0.00964,98.85892116182573
goe517,0.0455,0.4,0.070004,0.3,500000,1.5,0.6534,0.00661,98.85022692889561
goe675,0.056251,0.495,0.149274,0.295,500000,3.0,0.9805,0.00992,98.84072580645162
r1145ms,0.043709,0.481,0.187966,0.358,500000,4.0,0.9487,0.0096,98.82291666666667
ah79k132,0.036798,0.402,0.132,0.402,500000,7.5,1.1315,0.01145,98.82096069868994
mh120,0.027153,0.649,0.080632,0.335,500000,1.5,0.6146,0.00622,98.81028938906753
goe479,0.037913,0.4,0.116017,0.3,500000,3.0,0.8023,0.00812,98.80541871921181
e333,0.035546,0.244,0.117664,0.313,500000,8.5,1.2301,0.01245,98.80321285140563
goe797,0.047803,0.4,0.159979,0.3,500000,3.0,0.8951,0.00906,98.79690949227373
e211,0.025512,0.591,0.109643,0.332,500000,3.5,0.7893,0.00799,98.78598247809761
s4053,0.029926,0.45,0.089216,0.309,500000,5.5,0.9265,0.00938,98.77398720682304
e553,0.029776,0.591,0.18142,0.318,500000,8.0,1.277,0.01293,98.76256767208042
goe508,0.055049,0.4,0.165027,0.3,500000,7.0,1.2276,0.01243,98.76106194690266
usa98,0.063135,0.5,0.142963,0.3,500000,2.5,1.0745,0.01088,98.75919117647058
r1046,0.066696,0.42,0.180961,0.38,500000,10.0,1.6571,0.01678,98.75446960667462
mrc-20,0.0294,0.467,0.155882,0.382,500000,5.0,0.9697,0.00982,98.74745417515274
e638,0.042118,0.258,0.123549,0.284,500000,9.5,1.3558,0.01373,98.74726875455207
e591,0.064839,0.477,0.156731,0.25,500000,2.5,1.1573,0.01172,98.74573378839591
goe565,0.027353,0.5,0.084004,0.3,500000,2.5,0.6359,0.00644,98.74223602484471
e205,0.029798,0.352,0.104798,0.301,500000,7.0,1.0437,0.01057,98.74172185430464
fx601261,0.040177,0.533,0.125953,0.279,500000,3.5,0.9558,0.00968,98.7396694214876
hq3512,0.034427,0.5,0.119573,0.35,500000,5.5,1.0397,0.01053,98.73694207027542
ah94145,0.056166,0.443,0.145738,0.376,500000,3.5,1.0436,0.01057,98.73226111636708
fx83w160,0.038781,0.629,0.160503,0.371,500000,3.5,0.9182,0.0093,98.73118279569893
e583,0.044906,0.38,0.164973,0.38,500000,5.5,1.0978,0.01112,98.72302158273382
hq3513,0.034424,0.5,0.130003,0.35,500000,5.5,1.0346,0.01048,98.72137404580153
l7769,0.043351,0.3,0.109803,0.3,500000,7.0,1.074,0.01088,98.71323529411765
psu-90-125wl,0.024063,0.495,0.125455,0.341,500000,5.5,0.9149,0.00927,98.69471413160734
s3021,0.029137,0.392,0.094705,0.299,500000,4.0,0.7579,0.00768,98.68489583333333
e397,0.053164,0.521,0.135161,0.296,500000,1.5,0.8832,0.00895,98.68156424581005
vr5,0.031952,0.35,0.120003,0.35,500000,4.5,0.821,0.00832,98.67788461538461
fx78k140a20,0.043517,0.435,0.14095,0.435,500000,6.0,1.0519,0.01066,98.67729831144466
naca633618,0.030517,0.55,0.180137,0.346,500000,5.0,1.0815,0.01096,98.67700729927007
goe502,0.059998,0.493,0.159211,0.293,500000,4.5,1.1298,0.01145,98.67248908296942
s4310,0.041648,0.398,0.108602,0.307,500000,2.5,0.7193,0.00729,98.66941015089165
goe255,0.0472,0.491,0.186168,0.304,500000,4.5,1.0704,0.01085,98.65437788018433
s2048,0.019324,0.558,0.086298,0.351,500000,2.5,0.5781,0.00586,98.6518771331058
vr7,0.028918,0.33,0.120298,0.33,500000,7.5,1.1118,0.01127,98.65128660159715
goe276,0.039219,0.3,0.072614,0.299,500000,5.5,1.0812,0.01096,98.64963503649635
goe673,0.02728,0.497,0.108054,0.301,500000,3.0,0.6994,0.00709,98.6459802538787
nn7mk20,0.030252,0.598,0.168571,0.371,500000,6.0,1.1057,0.01121,98.63514719000892
