Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Cl,Cd,peak_LD_2d,aoa_2d,peak_LD_3d,aoa_3d,airfoil
ds21,0.017999,0.411,0.086,0.286,500000.0,0.354,0.0103328613761185,86.28025477707007,4.0,34.25962926572969,1.0,
goe795sm,0.02442,0.435,0.08028,0.309,500000.0,0.4049,0.0118194116663075,101.02985074626864,3.0,34.25720428658974,0.0,
ag54,0.018689,0.386,0.075339,0.262,500000.0,0.3359,0.0098152383140414,82.67002518891688,4.0,34.22229692777489,1.0,
goe795,0.024431,0.435,0.08006,0.309,500000.0,0.3733,0.0109085179476802,95.57471264367815,3.0,34.22096400174905,0.0,
s9037,0.035065,0.4,0.089998,0.285,500000.0,0.411,0.0120257910922414,104.49622166246851,4.0,34.17654579623966,0.0,
sd7080,0.024513,0.399,0.091558,0.297,500000.0,0.3001,0.0088025872391542,91.16630669546436,5.0,34.09224945424498,0.0,
ah21-9,0.01734,0.559,0.070011,0.352,500000.0,0.4156,0.0122581827132802,100.66162570888469,2.0,33.903883611536386,1.0,
s2055,0.016721,0.413,0.0799,0.348,500000.0,0.3532,0.0104216746700941,91.46417445482868,3.0,33.890906325596134,1.0,
e64,0.033171,0.515,0.084445,0.28,500000.0,0.473,0.0139682532383545,120.1951951951952,3.0,33.86250176945679,0.0,
hq1585,0.014734,0.5,0.085601,0.35,500000.0,0.4163,0.0122999899363415,83.53488372093022,3.0,33.84555614716395,2.0,
sa7035,0.025788,0.413,0.091992,0.298,500000.0,0.3021,0.0089276898776153,94.5027932960894,5.0,33.83854100459544,0.0,
goe595,0.029261,0.4,0.095505,0.3,500000.0,0.4033,0.011920986621599,99.8012232415902,2.0,33.8310924088514,0.0,
naca64208,0.010846,0.5,0.079849,0.4,500000.0,0.3743,0.0110765142383756,73.8796992481203,3.0,33.79221946045088,2.0,
sd2083,0.028149,0.448,0.089615,0.352,500000.0,0.3688,0.010923461483043,108.63829787234044,4.0,33.76219164341854,0.0,
naca1408,0.009842,0.4,0.080033,0.299,500000.0,0.2698,0.008015932466763,66.03960396039604,3.0,33.657968192557526,1.0,
rg15,0.017628,0.397,0.089237,0.302,500000.0,0.3718,0.0110466639424692,88.87611749680714,4.0,33.65722012874871,1.0,
goe563,0.022145,0.498,0.088978,0.301,500000.0,0.4624,0.0137469451306033,93.3187134502924,3.0,33.63656402254847,1.0,
sd5060,0.022977,0.435,0.094592,0.249,500000.0,0.367,0.0109138635600245,88.38216560509555,4.0,33.62695510911947,1.0,
sd2030,0.022298,0.457,0.085624,0.352,500000.0,0.4423,0.0131659690628371,104.2654028436019,3.0,33.59418496952539,1.0,
s9000,0.023706,0.422,0.090079,0.282,500000.0,0.327,0.0097343009199701,92.63157894736842,4.0,33.59255098937312,0.0,
s3016,0.020942,0.383,0.095216,0.289,500000.0,0.3619,0.0107746539144009,85.2056555269923,4.0,33.58808578680199,1.0,
goe602,0.034118,0.4,0.099504,0.3,500000.0,0.448,0.0133460079290154,103.4140435835351,4.0,33.568090352022494,0.0,
s3014,0.025427,0.386,0.09461,0.294,500000.0,0.4029,0.0120089103189994,92.21642764015648,4.0,33.550088167663745,1.0,
hq308,0.029513,0.5,0.079791,0.35,500000.0,0.4119,0.0122835256198657,116.65620094191524,3.0,33.53271794653549,0.0,
hq159,0.014761,0.5,0.08967,0.35,500000.0,0.4199,0.0125227210677035,87.6592356687898,3.0,33.53105109742756,2.0,
s4053,0.029926,0.45,0.089216,0.309,500000.0,0.3995,0.0119167455779299,104.50354609929076,5.0,33.52425352941008,0.0,
jx-gs-10,0.01467,0.36,0.074098,0.264,500000.0,0.3024,0.0090544811126576,76.6454081632653,4.0,33.39782768747081,1.0,
sa7026,0.038486,0.471,0.090035,0.323,500000.0,0.4701,0.0140758327259293,120.66305818673884,4.0,33.39766883802335,0.0,
sd7084,0.022962,0.389,0.096292,0.295,500000.0,0.4284,0.0128427433441532,87.38372093023257,6.0,33.35735897852635,1.0,
waspsm,0.030037,0.379,0.093539,0.271,500000.0,0.4034,0.01209400756966,95.5831739961759,6.0,33.35536195727204,0.0,
s3024,0.034979,0.447,0.098494,0.307,500000.0,0.4203,0.012605306666121,109.77393617021276,4.0,33.34309994453605,0.0,
goe507,0.028624,0.4,0.086503,0.3,500000.0,0.4538,0.0136218786067909,96.67621776504298,3.0,33.314054037580945,1.0,
cr001sm,0.040584,0.454,0.07333,0.271,500000.0,0.5314,0.0159548520926471,119.84240687679085,3.0,33.30648237377887,0.0,
sd7043,0.035219,0.453,0.091385,0.281,500000.0,0.4418,0.0132794150763444,109.70212765957449,3.0,33.269537661113375,0.0,
ag47ct02r,0.0131,0.331,0.049922,0.22,500000.0,0.3518,0.0105747132750749,65.3920619554695,5.0,33.268041491886805,2.0,
hq159b,0.014518,0.5,0.089521,0.371,500000.0,0.4209,0.0126542075326804,84.11402157164869,3.0,33.26166406809714,2.0,
m10,0.01887,0.3,0.061892,0.3,500000.0,0.3827,0.0115146399918186,73.7593984962406,3.0,33.235950083712034,2.0,
naca2410,0.019496,0.4,0.100064,0.299,500000.0,0.3906,0.0117534138008056,85.71960297766749,4.0,33.232897830350154,1.0,
goe10k,0.014169,0.6,0.0385,0.5,500000.0,0.2926,0.0088061205307355,61.293952180028136,2.0,33.226890204233726,1.0,
hq109,0.00986,0.5,0.0898,0.35,500000.0,0.3505,0.0105505234229588,78.49840255591054,3.0,33.22110059841028,2.0,
goe566,0.024746,0.4,0.086502,0.3,500000.0,0.4617,0.0139227209993003,86.98587127158557,2.0,33.1616212106242,1.0,
sc20406,0.006298,0.79,0.060201,0.37,500000.0,0.2759,0.0083305889843903,50.34671532846716,1.0,33.11890678041788,1.0,
s6061,0.017823,0.388,0.09012,0.311,500000.0,0.439,0.013257058773556,86.9535519125683,4.0,33.11443416662502,2.0,
naca64a210,0.012985,0.55,0.099915,0.399,500000.0,0.398,0.0120219481424773,83.78086419753087,3.0,33.10611518891361,2.0,
hq209,0.019648,0.5,0.089731,0.35,500000.0,0.3837,0.0115933403090858,96.9826224328594,3.0,33.096587331201526,1.0,
usa49,0.015809,0.3,0.072499,0.3,500000.0,0.2803,0.0084722352688915,60.17391304347826,3.0,33.084539215903284,1.0,
c141f,0.022765,0.451,0.099967,0.402,500000.0,0.4397,0.0133000928003669,88.75748502994011,2.0,33.05991970130228,1.0,
sd6080,0.037353,0.4,0.091878,0.309,500000.0,0.4008,0.0121257063335166,111.44370860927152,4.0,33.0537445799879,0.0,
mh43,0.017794,0.382,0.084984,0.29,500000.0,0.3944,0.0119351218467451,85.73446327683615,4.0,33.04532664721452,2.0,
e222,0.024887,0.504,0.101733,0.311,500000.0,0.3839,0.0116190893601125,101.29277566539923,4.0,33.04045507369091,0.0,
sd8040,0.026374,0.395,0.100007,0.293,500000.0,0.4476,0.0135525924780005,91.3568376068376,5.0,33.02689140299703,1.0,
mh22,0.018068,0.334,0.07198,0.27,500000.0,0.3874,0.0117301827075534,81.52472527472528,4.0,33.02591354783758,2.0,
mh64,0.014904,0.375,0.085938,0.269,500000.0,0.3484,0.0105555610421526,77.92782305005821,5.0,33.00629863336478,2.0,
goe599,0.015039,0.597,0.099844,0.302,500000.0,0.3345,0.0101400909108912,70.84977238239756,2.0,32.98786992537906,1.0,
s7075,0.03053,0.468,0.089991,0.29,500000.0,0.5254,0.0159374004071983,107.68777614138438,3.0,32.96648051602535,1.0,
kc135d,0.018185,0.35,0.089919,0.4,500000.0,0.3522,0.0106952586943631,97.41307371349096,4.0,32.93047976348858,1.0,
goe565,0.027353,0.5,0.084004,0.3,500000.0,0.3448,0.0104721082554267,97.81456953642385,2.0,32.92555726028899,0.0,
ag44ct02r,0.019424,0.344,0.072902,0.246,500000.0,0.3163,0.0096065331996563,81.69054441260744,6.0,32.92550948674341,1.0,
s4061,0.039038,0.442,0.096294,0.283,500000.0,0.4124,0.0125289599045234,116.4903846153846,5.0,32.915741062520866,0.0,
sg6041,0.02024,0.385,0.099955,0.349,500000.0,0.3775,0.0114766056727033,90.36873156342185,3.0,32.89300083716106,1.0,
e224,0.017665,0.492,0.101742,0.3,500000.0,0.3468,0.0105439066359643,89.0,4.0,32.89103479132625,1.0,
rg14,0.015831,0.36,0.084753,0.31,500000.0,0.3062,0.0093110868664905,83.303457106274,4.0,32.88552715601608,1.0,
goe546,0.034614,0.5,0.104012,0.3,500000.0,0.4357,0.0132589641065479,107.52157829839705,4.0,32.86078735101393,0.0,
giiij,0.013304,0.25,0.08486,0.35,500000.0,0.3799,0.0115646775525515,73.23615160349854,3.0,32.85002960728301,2.0,
s3025,0.035925,0.401,0.093858,0.289,500000.0,0.4273,0.0130174944563216,109.36046511627907,5.0,32.82505719005626,0.0,
goe100,0.035621,0.399,0.065735,0.2,500000.0,0.5165,0.0157401464158227,89.82608695652173,1.0,32.814180145159774,1.0,
ag46c03,0.017079,0.316,0.060236,0.232,500000.0,0.3933,0.011992674085912,74.47144592952613,5.0,32.79502112560664,3.0,
hq259,0.024705,0.5,0.089671,0.35,500000.0,0.4528,0.0138179280488127,105.38819875776396,3.0,32.76902285208416,1.0,
mh117,0.027347,0.446,0.098045,0.291,500000.0,0.4531,0.0138581053520796,102.56,4.0,32.69566715568417,1.0,
hq358,0.034523,0.5,0.079692,0.35,500000.0,0.4808,0.0147068545279601,124.53846153846156,3.0,32.69223878470536,0.0,
ag46ct02r,0.016942,0.33,0.060839,0.233,500000.0,0.3904,0.0119475643885442,74.63235294117646,4.0,32.67611601024985,2.0,
rg12a,0.017169,0.344,0.089881,0.344,500000.0,0.3602,0.0110286836006382,86.796973518285,4.0,32.66028957247031,1.0,
rg12a189,0.017169,0.344,0.089881,0.344,500000.0,0.3602,0.0110286836006382,86.91919191919192,4.0,32.66028957247031,1.0,
giiig,0.012615,0.299,0.082883,0.449,500000.0,0.3475,0.0106421068462919,77.53943217665615,3.0,32.65330869338912,2.0,
dae51,0.040305,0.449,0.093825,0.307,500000.0,0.4719,0.0144593299309897,120.53864168618269,5.0,32.636367124358074,0.0,
supermarine371ii,0.009219,0.5,0.0836,0.5,500000.0,0.4055,0.0124276204897261,64.67304625199363,3.0,32.62893329702374,3.0,
giiif,0.012676,0.299,0.082642,0.449,500000.0,0.3443,0.0105592054705697,77.27848101265823,3.0,32.60661997340803,2.0,
naca63209,0.010787,0.5,0.090009,0.35,500000.0,0.3894,0.0119483622651034,74.64723926380368,3.0,32.59024051666779,2.0,
fxm2,0.046231,0.309,0.084006,0.195,500000.0,0.6552,0.0201060363344207,307.07547169811323,4.0,32.58722848711474,1.0,
mh62,0.016469,0.366,0.092978,0.269,500000.0,0.358,0.010989513912101,79.96938775510203,6.0,32.576509103445275,2.0,
fx69h083,0.024112,0.333,0.084001,0.333,500000.0,0.3422,0.0105052182414619,89.56462585034014,4.0,32.57428757161919,1.0,
mh42,0.018952,0.363,0.089405,0.289,500000.0,0.4182,0.0128393659645814,87.80722891566265,5.0,32.57170183898828,2.0,
mh23,0.012814,0.39,0.079913,0.375,500000.0,0.4924,0.0151196119988208,81.52317880794702,2.0,32.56697328201298,2.0,
e850,0.018263,0.709,0.07995,0.366,500000.0,0.513,0.0157552111102472,86.94915254237289,2.0,32.56065541808839,2.0,
ag455ct02r,0.018347,0.319,0.064743,0.222,500000.0,0.293,0.0090048924022343,78.68958109559613,5.0,32.53786796245316,1.0,
coanda3,0.028654,0.401,0.070011,0.301,500000.0,0.456,0.014016833469825,73.19422150882825,1.0,32.532312021945735,1.0,
c5d,0.014039,0.6,0.110545,0.4,500000.0,0.4279,0.013156709887945,75.6100981767181,3.0,32.523328677488486,2.0,
s7012,0.020226,0.376,0.087521,0.277,500000.0,0.3664,0.0112673848444579,92.7511415525114,5.0,32.518637204463744,1.0,
goe515,0.027717,0.4,0.084501,0.3,500000.0,0.4951,0.0152394583204722,102.65367316341828,3.0,32.48803137148884,1.0,
fx84w097,0.028141,0.371,0.0974,0.339,500000.0,0.4035,0.0124270292666855,103.88888888888889,5.0,32.46954612730383,1.0,
ag45ct02r,0.01853,0.318,0.068961,0.235,500000.0,0.2949,0.0090867224405833,80.43956043956044,5.0,32.45394606562543,1.0,
hq309,0.029478,0.5,0.089791,0.35,500000.0,0.4144,0.0127708842842638,113.53658536585368,3.0,32.448810182284625,0.0,
s7055,0.035717,0.386,0.105009,0.318,500000.0,0.4032,0.0124379664225025,106.7711962833914,5.0,32.41687477709686,0.0,
s2046,0.025862,0.551,0.090286,0.286,500000.0,0.3866,0.0119369947685505,100.0713266761769,3.0,32.386711018634706,0.0,
vr8,0.012239,0.35,0.0815,0.35,500000.0,0.3965,0.0122473192240232,75.49422336328625,4.0,32.374431722352824,2.0,
be50sm,0.039526,0.454,0.07316,0.238,500000.0,0.4985,0.0154059674016371,102.54088050314463,3.0,32.357591510094025,0.0,
s2050,0.012885,0.402,0.089309,0.299,500000.0,0.3533,0.0109243203869717,79.81572481572482,4.0,32.34068459044318,1.0,
raf28,0.019084,0.4,0.098201,0.3,500000.0,0.3991,0.0123447831179249,91.73350582147476,4.0,32.329446065398805,1.0,
ah21-7,0.022187,0.56,0.089785,0.352,500000.0,0.4462,0.0138057327689677,104.167916041979,3.0,32.31990706085234,1.0,
clarkv,0.033282,0.5,0.116404,0.3,500000.0,0.4369,0.013518176888668,110.48933500627354,4.0,32.319446889782995,0.0,
goe344,0.026373,0.399,0.072036,0.2,500000.0,0.3876,0.0119959871819485,81.5151515151515,6.0,32.31080478172367,1.0,
n64108,0.005428,0.5,0.079843,0.4,500000.0,0.29,0.0089793954621243,51.22320302648172,3.0,32.29616082989537,2.0,
ag37,0.021839,0.354,0.077419,0.263,500000.0,0.3793,0.0117476191385098,84.36385255648038,3.0,32.287393345653925,0.0,
ag11,0.022861,0.291,0.058123,0.26,500000.0,0.4428,0.0137225417734407,77.7350859453994,5.0,32.26807447997832,2.0,
c5b,0.012606,0.7,0.115502,0.4,500000.0,0.4147,0.012860198780498,73.03597122302159,3.0,32.24677993538291,2.0,
s3010,0.027942,0.384,0.103192,0.25,500000.0,0.4121,0.0127796970868355,95.1638530287984,6.0,32.24646071028619,1.0,
e174,0.038272,0.402,0.08923,0.312,500000.0,0.4033,0.012510986621599,116.43118148599268,5.0,32.23566711387405,0.0,
b707d,0.018167,0.3,0.0897,0.4,500000.0,0.3401,0.0105515613056712,63.80341880341881,5.0,32.23219674771765,1.0,
c5c,0.014598,0.65,0.111035,0.4,500000.0,0.4307,0.0133667384092599,78.07854137447404,3.0,32.22177219400264,2.0,
n9,0.0262,0.402,0.084618,0.298,500000.0,0.4621,0.0143465588662582,85.22552255225523,3.0,32.20981451425366,0.0,
sd7003,0.014793,0.354,0.085111,0.244,500000.0,0.2982,0.0092600172239404,78.1081081081081,6.0,32.20296385940257,1.0,
rc08n1,0.015413,0.25,0.080164,0.375,500000.0,0.4421,0.0137293452213467,80.05839416058394,4.0,32.20109865928715,3.0,
s4062,0.04148,0.456,0.095458,0.317,500000.0,0.4691,0.0145706613559171,127.025,5.0,32.194832378661985,0.0,
hq2195,0.020318,0.55,0.094922,0.35,500000.0,0.4196,0.013033289733017,96.6717791411043,3.0,32.19448110150072,1.0,
s8065,0.011875,0.525,0.110001,0.378,500000.0,0.4557,0.014156591006652,80.3068340306834,4.0,32.18995306044162,3.0,
rg12,0.013855,0.358,0.092659,0.309,500000.0,0.404,0.0125521489862792,80.97694840834248,5.0,32.18572377061589,2.0,
e387,0.037836,0.401,0.090706,0.311,500000.0,0.3988,0.0123958191370477,115.21844660194174,5.0,32.17213768536632,0.0,
df101,0.023283,0.435,0.110021,0.291,500000.0,0.3899,0.0121229539647683,90.51851851851852,4.0,32.16212823484477,1.0,
mh38,0.039169,0.453,0.096923,0.316,500000.0,0.426,0.0132459535182458,122.31435643564356,5.0,32.160765128248414,0.0,
naca64a410,0.025965,0.55,0.099928,0.399,500000.0,0.4635,0.0144150857701303,98.493543758967,3.0,32.153814926333936,1.0,
hq2590sm,0.024508,0.55,0.090323,0.35,500000.0,0.3723,0.0115805965534286,105.81430745814308,3.0,32.148602905069964,0.0,
hq259b,0.024508,0.55,0.090323,0.35,500000.0,0.3723,0.0115805965534286,105.81430745814308,3.0,32.148602905069964,0.0,
goe587,0.029272,0.3,0.058007,0.4,500000.0,0.4488,0.0139628747813382,128.6290322580645,6.0,32.142378058122574,1.0,
fx80080,0.02199,0.5,0.0806,0.402,500000.0,0.4431,0.0137924943873761,108.1138211382114,3.0,32.12616859250312,1.0,
c141e,0.017406,0.5,0.105114,0.402,500000.0,0.3834,0.0119447223497791,82.87179487179488,3.0,32.09785784657352,1.0,
cal1215j,0.022852,0.448,0.117256,0.299,500000.0,0.3994,0.012443753839482,92.14521452145212,5.0,32.09642404953141,1.0,
sd7090,0.018718,0.387,0.099904,0.293,500000.0,0.3522,0.0109752586943631,83.36179295624333,5.0,32.09035976353701,1.0,
hq1510,0.014748,0.5,0.099631,0.35,500000.0,0.4256,0.0132631971559364,84.84374999999999,4.0,32.08879390060985,2.0,
cal2263m,0.035525,0.425,0.117206,0.319,500000.0,0.4287,0.0133623724054514,104.54545454545456,4.0,32.08262627264483,0.0,
mh60,0.018222,0.366,0.100851,0.269,500000.0,0.3681,0.0114741445667383,82.7471383975026,6.0,32.08082291965035,2.0,
ag36,0.022435,0.368,0.081783,0.276,500000.0,0.3994,0.012453753839482,88.59223300970872,3.0,32.07065155999674,0.0,
davis,0.036127,0.4,0.112506,0.3,500000.0,0.4255,0.0132700099377702,101.62980209545984,4.0,32.06478382423107,0.0,
bacxxx,0.01333,0.15,0.113099,0.35,500000.0,0.3178,0.0099121520759202,74.96379726468221,7.0,32.06165498328412,1.0,
s3021,0.029137,0.392,0.094705,0.299,500000.0,0.4574,0.0142747207580669,100.95518867924528,5.0,32.042658329516776,1.0,
df102,0.022877,0.435,0.110025,0.291,500000.0,0.3908,0.0121992662089247,80.35220125786164,3.0,32.03471367106474,1.0,
ssca09,0.011408,0.172,0.09,0.377,500000.0,0.2927,0.0091383123751636,70.9531635168447,7.0,32.02998409153843,2.0,
s4083,0.034675,0.36,0.080049,0.247,500000.0,0.4308,0.013449964573577,102.2890397672163,6.0,32.02982414141997,0.0,
goe377,0.03822,0.4,0.064502,0.3,500000.0,0.5633,0.0175925788283803,105.26019690576652,3.0,32.019182946123045,1.0,
rc08b3,0.010872,0.341,0.08,0.378,500000.0,0.3774,0.0117937787064318,67.53867791842475,3.0,31.999922110983903,2.0,
rg149,0.015235,0.36,0.090001,0.31,500000.0,0.2956,0.0092422016631073,81.71604938271606,4.0,31.983721062911258,1.0,
ag45c03,0.020291,0.305,0.069266,0.232,500000.0,0.3092,0.0096702237737696,82.98129812981297,6.0,31.97444105054733,2.0,
eh1070,0.009966,0.259,0.07,0.287,500000.0,0.3195,0.0099927238540132,67.18217562254259,4.0,31.97326421380916,2.0,
goe548,0.022882,0.5,0.119001,0.4,500000.0,0.417,0.0130518338586603,92.61096605744126,3.0,31.949533262201705,1.0,
clarkysm,0.035235,0.435,0.117242,0.309,500000.0,0.4239,0.0132791163062738,100.74683544303797,3.0,31.92230493528584,0.0,
mh45,0.017077,0.321,0.098526,0.269,500000.0,0.3543,0.0111008187487909,80.80578512396694,6.0,31.916564716326764,2.0,
hq2010,0.019645,0.5,0.099701,0.35,500000.0,0.3858,0.0120938547632716,94.07894736842104,4.0,31.900498852661418,1.0,
rg8,0.022147,0.605,0.108035,0.311,500000.0,0.3848,0.0120649971634724,94.60385438972165,5.0,31.89391549672367,0.0,
mh44,0.015411,0.369,0.096598,0.279,500000.0,0.3994,0.012523753839482,80.29646522234893,5.0,31.89139655083787,2.0,
e176,0.032751,0.401,0.088278,0.305,500000.0,0.3294,0.0103332953508288,109.575,5.0,31.877536527936265,0.0,
goe585,0.032714,0.4,0.082009,0.2,500000.0,0.5312,0.016676893596528,91.81683899556867,2.0,31.852454830711952,1.0,
hq359,0.034482,0.5,0.089702,0.35,500000.0,0.4827,0.0151554091153887,120.91044776119404,3.0,31.8500144948162,0.0,
e184,0.011693,0.368,0.083279,0.321,500000.0,0.386,0.0121196352708047,71.61337209302326,4.0,31.84914326009833,3.0,
mh70,0.030846,0.385,0.110769,0.293,500000.0,0.4559,0.0143234185664696,94.89571899012076,5.0,31.82899374785004,1.0,
hq1010,0.009852,0.5,0.0996,0.35,500000.0,0.3559,0.0111833719123048,77.99212598425197,4.0,31.82403328717067,2.0,
e226,0.009629,0.429,0.101878,0.286,500000.0,0.3441,0.010814049599378,76.73521850899743,4.0,31.81971719639519,2.0,
s4310,0.041648,0.398,0.108602,0.307,500000.0,0.435,0.0136761397897797,110.65239551478084,6.0,31.80722094732302,0.0,
mrc20-700,0.029404,0.467,0.109117,0.382,500000.0,0.5345,0.0168085918778022,110.96491228070175,3.0,31.79921339549404,1.0,
goe05k,0.015313,0.5,0.037,0.5,500000.0,0.2867,0.0090181273765366,48.26599326599327,1.0,31.791522566640108,1.0,
dae41,0.030377,0.41,0.116848,0.315,500000.0,0.4358,0.0137122277190869,102.94392523364486,5.0,31.78185258646064,1.0,
mh116,0.040794,0.464,0.098512,0.324,500000.0,0.5097,0.0160388267316613,124.41830065359476,4.0,31.77913250935181,0.0,
s2091,0.039249,0.395,0.101116,0.26,500000.0,0.4078,0.0128376707591375,106.83977900552485,5.0,31.765887102980813,0.0,
psu94097,0.040262,0.463,0.097026,0.327,500000.0,0.4873,0.0153425030815242,124.82939632545931,4.0,31.761440581805484,0.0,
naca2411,0.024103,0.396,0.11008,0.299,500000.0,0.4505,0.0141901259974672,95.49889135254988,5.0,31.74742775930301,1.0,
